Nombre Institucion,Tipo INstitucion,Calle,Estado,Ciudad,Pagina Web,Coordenada Latitud,Coordenada Longitud
ESCUELA HEROES DE 1911FEDERAL,Escuelas de educaci�n primaria del sector p�blico,SANCHEZ TABOADA,Baja California,Tijuana                                                                                                       ,,32.4631771,-116.9659383
ESCUELA IGNACIO MANUEL ALTAMIRANO,Escuelas de educaci�n primaria del sector p�blico,ALEMAN,Baja California,Tijuana                                                                                                       ,,32.53387622,-117.0694338
ESCUELA INEA,Escuelas del sector p�blico que combinan diversos niveles de educaci�n,DEL RIO,Baja California,Tijuana                                                                                                       ,,32.5265249,-116.9907821
ESCUELA INSPI DANZA,Escuelas de arte del sector privado,RIO PARTE ALTA,Baja California,Tijuana                                                                                                       ,,32.52783083,-116.9916877
ESCUELA ISLA DE CEDROS,Escuelas de educaci�n primaria del sector p�blico,CEDROS,Baja California,Tijuana                                                                                                       ,,32.44069043,-117.0652027
ESCUELA J G MARTINEZ DIAZ,Escuelas de educaci�n primaria del sector p�blico,BUENOS AIRES SUR,Baja California,Tijuana                                                                                                       ,,32.50775065,-116.893473
ESCUELA J.N.LIC.JAVIER ROJO GOMEZ 02EJN0209T,Escuelas de educaci�n preescolar del sector p�blico,TERRAZAS DEL VALLE,Baja California,Tijuana                                                                                                       ,,32.4922175,-116.8212726
ESCUELA JAVIER ROJO GOMEZ TURNO VESPERTINO 02DPR0105P,Escuelas de educaci�n primaria del sector p�blico,TERRAZAS DEL VALLE,Baja California,Tijuana                                                                                                       ,,32.49229119,-116.821356
ESCUELA JEAN PIAGET,Escuelas de educaci�n primaria del sector p�blico,XICOTENCATL LEYVA,Baja California,Tijuana                                                                                                       ,,32.47680637,-117.0669539
ESCUELA JOSE CLEMENTE OROZCO,Escuelas de educaci�n preescolar del sector p�blico,ALTABRISA,Baja California,Tijuana                                                                                                       ,,32.5341521,-116.9721086
ESCUELA JOSE MA PINO SUAREZ,Escuelas de educaci�n primaria del sector p�blico,MADERO O CACHO,Baja California,Tijuana                                                                                                       ,,32.51730005,-117.0256515
ESCUELA JOSE MARIA MORELOS Y PAVON TM,Escuelas de educaci�n primaria del sector p�blico,LEANDRO VALLE,Baja California,Tijuana                                                                                                       ,,32.47294262,-116.9993669
ESCUELA JOSE MARTI TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,TEJAMEN,Baja California,Tijuana                                                                                                       ,,32.49180663,-117.0193331
ESCUELA JOSE VASCONCELOS IV,Escuelas de educaci�n media superior del sector privado,CAMPESTRE MURUA,Baja California,Tijuana                                                                                                       ,,32.51799072,-116.9267255
ESCUELA JOZE MARIA LARROQUE TM,Escuelas de educaci�n primaria del sector p�blico,MORELOS,Baja California,Tijuana                                                                                                       ,,32.52253327,-117.0345154
ESCUELA JUANA DE ASBAJE TM,Escuelas de educaci�n primaria del sector p�blico,LA JOYA,Baja California,Tijuana                                                                                                       ,,32.44561611,-117.0047961
ESCUELA KENSINGTON LANGUAGE CENTER,Escuelas de idiomas del sector privado,PLAYAS DE TIJUANA SECCI�N COSTA,Baja California,Tijuana                                                                                                       ,,32.52692861,-117.1166904
ESCUELA LATINOAMERICANA LA VICTORIA,Escuelas del sector privado que combinan diversos niveles de educaci�n,ZONA CENTRO,Baja California,Tijuana                                                                                                       ,,32.53394268,-117.0369102
ESCUELA LIBRE DE ARQUITECTURA,Escuelas de educaci�n superior del sector privado,ZONA NORTE,Baja California,Tijuana                                                                                                       ,,32.53814405,-117.0371452
ESCUELA MANUEL DE FALLA,Escuelas de educaci�n preescolar del sector p�blico,OTAY,Baja California,Tijuana                                                                                                       ,,32.53104688,-116.9388983
ESCUELA MIGUEL ALEMAN VALDEZ,Escuelas de educaci�n primaria del sector p�blico,SANCHEZ TABOADA PRODUTSA,Baja California,Tijuana                                                                                                       ,,32.46275449,-116.97536
ESCUELA MISION DE LAS CALIFORNIAS,Escuelas de educaci�n primaria del sector p�blico,VILLA FONTANA,Baja California,Tijuana                                                                                                       ,,32.5041447,-116.8611792
ESCUELA NORMAL FRONTERIZA TIJUANA,Escuelas de educaci�n superior del sector p�blico,R�O TIJUANA 3RA. ETAPA,Baja California,Tijuana                                                                                                       ,,32.48097406,-116.9284095
ESCUELA PARA PADRES TIJUANA,Otros servicios educativos proporcionados por el sector privado,LOMA BONITA,Baja California,Tijuana                                                                                                       ,,32.48353686,-117.0526952
ESCUELA PENINSULA DE BAJA CALIFORNIA,Escuelas de educaci�n primaria del sector p�blico,CEDROS,Baja California,Tijuana                                                                                                       ,,32.4405559,-117.0651966
ESCUELA PLAYAS ELEMENTARY AND JR HIGH SCHOOL,Escuelas de educaci�n secundaria general del sector privado,JARDINES,Baja California,Tijuana                                                                                                       ,,32.52633758,-117.1177964
ESCUELA PRANA VALE TODO,Escuelas de deporte del sector privado,INDEPENDENCIA,Baja California,Tijuana                                                                                                       ,,32.52299687,-117.0455717
ESCUELA PREESCOLAR ALFREDO ADLER,Escuelas de educaci�n preescolar del sector p�blico,LOS LAURELES,Baja California,Tijuana                                                                                                       ,,32.52880249,-117.0937558
ESCUELA PREESCOLAR BLANCA ESTELA JUAREZ PERALTA,Escuelas de educaci�n preescolar del sector p�blico,LOS LAURELES,Baja California,Tijuana                                                                                                       ,,32.52880249,-117.0937558
ESCUELA PREESCOLAR CHICHEN ITZA,Escuelas de educaci�n preescolar del sector p�blico,JAUREGUI,Baja California,Tijuana                                                                                                       ,,32.47069234,-116.8017951
ESCUELA PREESCOLAR COMUNITARIA EL RINCONCITO,Escuelas de educaci�n preescolar del sector p�blico,EL RINCONCITO,Baja California,Villa del Campo                                                                                               ,,32.52106533,-116.7246035
ESCUELA PREESCOLAR ITA A CANDY Y,Escuelas de educaci�n preescolar del sector p�blico,SANCHEZ TABOADA,Baja California,Tijuana                                                                                                       ,,32.47080363,-116.9642145
ESCUELA PREESCOLAR JOSE VERDI,Escuelas de educaci�n preescolar del sector p�blico,VILLAS DE BAJA CALIFORNIA,Baja California,Tijuana                                                                                                       ,,32.45149174,-116.9319027
ESCUELA PREESCOLAR LEONARDO DA VINCI,Escuelas de educaci�n preescolar del sector p�blico,VILLAS DE BAJA CALIFORNIA,Baja California,Tijuana                                                                                                       ,,32.45155077,-116.9318462
ESCUELA PREESCOLAR MARGARITA MAZA DE JUAREZ,Escuelas de educaci�n preescolar del sector p�blico,OBRERA 3 SECCION,Baja California,Tijuana                                                                                                       ,,32.49638058,-117.0478107
ESCUELA PREESCOLAR TENOCHTITLAN 02DJN0539L,Escuelas de educaci�n preescolar del sector p�blico,JAUREGUI,Baja California,Tijuana                                                                                                       ,,32.47038058,-116.801757
ESCUELA PREPARATORIA CECYTE,Escuelas de educaci�n media superior del sector p�blico,EL NI�O,Baja California,Tijuana                                                                                                       ,,32.50947073,-116.7933295
ESCUELA PREPARATORIA CECYTE PLANTEL VILLA DEL SOL,Escuelas de educaci�n media superior del sector p�blico,VILLAS DE SOL,Baja California,Tijuana                                                                                                       ,,32.49690763,-116.855314
ESCUELA PREPARATORIA CEIT,Escuelas de educaci�n media superior del sector privado,GRAN TENOCHTITLAN,Baja California,Tijuana                                                                                                       ,,32.51156615,-117.0791
ESCUELA PREPARATORIA DR LUIS GARABAY GUTIERREZ,Escuelas de educaci�n media superior del sector privado,MAGISTERIAL,Baja California,Tijuana                                                                                                       ,,32.54435152,-116.9023835
ESCUELA PREPARATORIA GENERAL 16 DE ENERO,Escuelas de educaci�n media superior del sector privado,CAMPESTRE MURUA,Baja California,Tijuana                                                                                                       ,,32.5221039,-116.9356008
ESCUELA PREPARATORIA JAVIER ROJO GOMEZ TBC COBACH BC,Escuelas de educaci�n media superior del sector p�blico,TERRAZAS DEL VALLE,Baja California,Tijuana                                                                                                       ,,32.49280541,-116.8210365
ESCUELA PREPARATORIA JOSE VASCONCELOS PLANTEL PINOS,Escuelas de educaci�n media superior del sector privado,PINOS DE NAREZ,Baja California,Tijuana                                                                                                       ,,32.47112184,-116.9377849
ESCUELA PREPARATORIA MOCTEZUMA ILHUICAMINA,Escuelas de educaci�n media superior del sector p�blico,PLANICIA,Baja California,Tijuana                                                                                                       ,,32.52936962,-116.8677077
ESCUELA PREPARATORIA MOCTEZUMA Y ILHUICAMINA,Escuelas de educaci�n media superior del sector p�blico,LOMAS DEL VALLE,Baja California,Tijuana                                                                                                       ,,32.48634431,-116.8030704
ESCUELA PRIMARIA 12 DE OCTUBRE,Escuelas de educaci�n primaria del sector p�blico,20 DE NOVIEMBRE,Baja California,Tijuana                                                                                                       ,,32.51210784,-116.9848425
ESCUELA PRIMARIA 13 DE SEPTIEMBRE CLAVE 02EPR0108L,Escuelas de educaci�n primaria del sector p�blico,GUADALUPE VICTORIA,Baja California,Tijuana                                                                                                       ,,32.51762537,-116.9754309
ESCUELA PRIMARIA 13 DE SEPTIEMBRE TURNO VESPERTINO CLAVE 02DPR0810U,Escuelas de educaci�n primaria del sector p�blico,LAS TORRES,Baja California,Tijuana                                                                                                       ,,32.55000637,-116.8916366
ESCUELA PRIMARIA 15 DE MAYO,Escuelas de educaci�n primaria del sector p�blico,LAS TORRES,Baja California,Tijuana                                                                                                       ,,32.53844199,-116.8953787
ESCUELA PRIMARIA 15 DE MAYO 1918,Escuelas de educaci�n primaria del sector p�blico,COLINAS DE CALIFORNIA,Baja California,Tijuana                                                                                                       ,,32.46284292,-117.0039312
ESCUELA PRIMARIA 15 DE MAYO DE 1918,Escuelas de educaci�n primaria del sector p�blico,LA JOYA,Baja California,Tijuana                                                                                                       ,,32.43878937,-117.0058695
ESCUELA PRIMARIA 15 DE SEPTIEMBRE TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,MARIANO MATAMOROS,Baja California,Tijuana                                                                                                       ,,32.5030273,-116.8846692
ESCUELA PRIMARIA 16 DE SEPTIEMBRE DE 1810,Escuelas de educaci�n primaria del sector p�blico,FLORIDO,Baja California,Tijuana                                                                                                       ,,32.47190087,-116.8638828
ESCUELA PRIMARIA 18 DE MARZO,Escuelas de educaci�n primaria del sector p�blico,NUEVA TIJUANA,Baja California,Tijuana                                                                                                       ,,32.54213963,-116.9258562
ESCUELA PRIMARIA 18 DE MARZO TV,Escuelas de educaci�n primaria del sector p�blico,NUEVA TIJUANA,Baja California,Tijuana                                                                                                       ,,32.54219306,-116.9258628
ESCUELA PRIMARIA 24 DE OCTUBRE TURNO MATUTINO,Escuelas de educaci�n primaria del sector p�blico,VILLA FONTANA,Baja California,Tijuana                                                                                                       ,,32.51112459,-116.8805436
ESCUELA PRIMARIA 5 DE DICIEMBRE,Escuelas de educaci�n primaria del sector p�blico,REAL DE SAN FRANCISCO,Baja California,Tijuana                                                                                                       ,,32.48583451,-116.8555441
ESCUELA PRIMARIA 5 DE FEBRERO,Escuelas de educaci�n primaria del sector p�blico,MONTES,Baja California,Tijuana                                                                                                       ,,32.50500109,-117.0650112
ESCUELA PRIMARIA 5 DE MAYO,Escuelas de educaci�n primaria del sector p�blico,LIBERTAD PARTE BAJA,Baja California,Tijuana                                                                                                       ,,32.53506516,-117.0163256
ESCUELA PRIMARIA ABEL GONZALEZ TALAMANTES TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,PASEOS DEL VERGEL,Baja California,Tijuana                                                                                                       ,,32.45540611,-116.8438593
ESCUELA PRIMARIA ABELARDO L. RODRIGUEZ,Escuelas de educaci�n primaria del sector p�blico,GRANJAS BUENOS AIRES,Baja California,Tijuana                                                                                                       ,,32.42672828,-116.9396285
ESCUELA PRIMARIA ACAMAPICHTLI,Escuelas de educaci�n primaria del sector p�blico,LATNOS,Baja California,Tijuana                                                                                                       ,,32.46939108,-116.9531424
ESCUELA PRIMARIA ACAMAPICHTLI TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,LATNOS,Baja California,Tijuana                                                                                                       ,,32.46933153,-116.9531031
ESCUELA PRIMARIA AGUSTIN MELGAR,Escuelas de educaci�n primaria del sector p�blico,PEDREGAL DE SANTA JULIA,Baja California,Tijuana                                                                                                       ,,32.49336077,-117.0554143
ESCUELA PRIMARIA AGUSTIN YA�EZ,Escuelas de educaci�n primaria del sector p�blico,VALLE VERDE,Baja California,Tijuana                                                                                                       ,,32.51777393,-116.8698645
ESCUELA PRIMARIA ALBERT EINSTEIN,Escuelas de educaci�n primaria del sector p�blico,BUENOS AIRES SUR,Baja California,Tijuana                                                                                                       ,,32.50782376,-116.8934608
ESCUELA PRIMARIA ALESSIO NUMERO 1,Escuelas de educaci�n primaria del sector p�blico,CHULA VISTA,Baja California,Tijuana                                                                                                       ,,32.50801714,-117.0221194
ESCUELA PRIMARIA ALFONSO SIERRA PARTIDA,Escuelas de educaci�n primaria del sector p�blico,PRESIDENTES,Baja California,Tijuana                                                                                                       ,,32.49011772,-116.9066759
ESCUELA PRIMARIA ALFREDO SUAREZ GONZALEZ,Escuelas de educaci�n primaria del sector p�blico,PASEO DE LAS LOMAS,Baja California,Tijuana                                                                                                       ,,32.47761361,-116.9618479
ESCUELA PRIMARIA ALVARO OBREGON,Escuelas de educaci�n primaria del sector p�blico,ALTAMIRA,Baja California,Tijuana                                                                                                       ,,32.52989045,-117.0526668
ESCUELA PRIMARIA AMADO NERVO,Escuelas de educaci�n primaria del sector p�blico,LA JOYA,Baja California,Tijuana                                                                                                       ,,32.44561611,-117.0047961
ESCUELA PRIMAR�A ANA MAR�A GABRIELA HERRERA VAZQUEZ TV CLAVE 02EPR0254W,Escuelas de educaci�n primaria del sector p�blico,ALTIPLANO,Baja California,Tijuana                                                                                                       ,,32.5245561,-116.8550567
ESCUELA PRIMARIA ANAHUAC TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,3 DE OCTUBRE,Baja California,Tijuana                                                                                                       ,,32.46195029,-116.943738
ESCUELA PRIMARIA ANDANAC NISSAN 19 TURNO MATUTINO,Escuelas de educaci�n primaria del sector p�blico,RESIDENCIAL DEL BOSQUE,Baja California,Tijuana                                                                                                       ,,32.51198083,-116.8347514
ESCUELA PRIMARIA ANDANAC NISSAN 19 TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,RESIDENCIAL DEL BOSQUE,Baja California,Tijuana                                                                                                       ,,32.5121571,-116.8347942
ESCUELA PRIMARIA ANDANAC NISSAN 6 TM,Escuelas de educaci�n primaria del sector p�blico,EL DORADO RESIDENCIAL,Baja California,Tijuana                                                                                                       ,,32.49237395,-116.8661297
ESCUELA PRIMARIA ANGEL BUSTAMANTE,Escuelas de educaci�n primaria del sector p�blico,INDEPENDENCIA,Baja California,Tijuana                                                                                                       ,,32.51647818,-117.0355806
ESCUELA PRIMARIA ANGELA PERALTA,Escuelas de educaci�n primaria del sector p�blico,REAL DE SAN FRANCISCO,Baja California,Tijuana                                                                                                       ,,32.48523897,-116.8540264
ESCUELA PRIMARIA ANTONIO AMAYA ESTRADA,Escuelas de educaci�n primaria del sector p�blico,MARIANO MATAMOROS (SUR),Baja California,Tijuana                                                                                                       ,,32.47341545,-116.8803933
ESCUELA PRIMARIA ANTONIO CASO,Escuelas de educaci�n primaria del sector p�blico,MARIANO MATAMOROS (NORTE),Baja California,Tijuana                                                                                                       ,,32.49080051,-116.8832516
ESCUELA PRIMARIA AQUI EMPIEZA LA PATRIA,Escuelas de educaci�n primaria del sector p�blico,VILLAS DEL SOL,Baja California,Tijuana                                                                                                       ,,32.49872294,-116.8526208
ESCUELA PRIMARIA BAJA CALIFORNIA 16,Escuelas de educaci�n primaria del sector p�blico,NUEVA AURORA,Baja California,Tijuana                                                                                                       ,,32.48184647,-117.0602295
ESCUELA PRIMARIA BANDERA NACIONAL TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,LOMAS DEL VALLE,Baja California,Tijuana                                                                                                       ,,32.48455826,-116.8079293
ESCUELA PRIMARIA BARAQUIEL FIMBRES DURAZO,Escuelas de educaci�n primaria del sector p�blico,22190,Baja California,Tijuana                                                                                                       ,,32.46834636,-116.9851858
ESCUELA PRIMARIA BELISARIO DOMINGUES,Escuelas de educaci�n primaria del sector p�blico,BUENOS AIRES NORTE,Baja California,Tijuana                                                                                                       ,,32.51469646,-116.8995336
ESCUELA PRIMARIA BENEMERITO DE LAS AMERICAS,Escuelas de educaci�n primaria del sector p�blico,IPODROMO,Baja California,Tijuana                                                                                                       ,,32.48408738,-117.0010601
ESCUELA PRIMARIA BENITO JUAREZ GARCIA NO 1,Escuelas de educaci�n primaria del sector p�blico,SAN LUIS,Baja California,Tijuana                                                                                                       ,,32.42687516,-116.9578665
ESCUELA PRIMARIA BENITO JUAREZ GARCIA NUMERO DOS,Escuelas de educaci�n primaria del sector p�blico,OJO DE AGUA,Baja California,Tijuana                                                                                                       ,,32.47607967,-116.7922149
ESCUELA PRIMARIA BENITO JUAREZ TURNO MATUTINO,Escuelas de educaci�n primaria del sector p�blico,LOS ALTOS (RU�Z VALENCIA),Baja California,Tijuana                                                                                                       ,,32.52428843,-117.0817155
ESCUELA PRIMARIA BENITO JUAREZ TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,LOS ALTOS (RU�Z VALENCIA),Baja California,Tijuana                                                                                                       ,,32.52430901,-117.0818881
ESCUELA PRIMARIA BICENTENARIO DE LA INDEPENDENCIA,Escuelas de educaci�n primaria del sector p�blico,PRIVADA DEL CIELO HACIENDA LAS FUENTES,Baja California,Tijuana                                                                                                       ,,32.47173809,-116.8495883
ESCUELA PRIMARIA BICENTENARIO DE LA INDEPENDENCIA TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,PRIVADA DEL CIELO HACIENDA LAS FUENTES,Baja California,Tijuana                                                                                                       ,,32.47173288,-116.8495452
ESCUELA PRIMARIA BILINGUE VE E SAA KUA A,Escuelas de educaci�n primaria del sector p�blico,VALLE VERDE,Baja California,Tijuana                                                                                                       ,,32.5204599,-116.8662524
ESCUELA PRIMARIA BRAULIO MALDONADO SANDEZ,Escuelas de educaci�n primaria del sector p�blico,PUERTA DEL SOL,Baja California,Tijuana                                                                                                       ,,32.50876678,-116.9087697
ESCUELA PRIMARIA CALAFIA TZU CHI,Escuelas de educaci�n primaria del sector p�blico,MORITA 2DA SECCION,Baja California,Tijuana                                                                                                       ,,32.47681897,-116.8335996
ESCUELA PRIMARIA CALAFIA VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,EL NI�O,Baja California,Tijuana                                                                                                       ,,32.50716089,-116.7925693
ESCUELA PRIMARIA CALIFORNIA,Escuelas de educaci�n primaria del sector p�blico,VILLAS DE BAJA CALIFORNIA,Baja California,Tijuana                                                                                                       ,,32.45050597,-116.9319511
ESCUELA PRIMARIA CALMECAC,Escuelas de educaci�n primaria del sector p�blico,PORTICOS DE SAN ANTONIO,Baja California,Tijuana                                                                                                       ,,32.43787569,-117.0428811
ESCUELA PRIMARIA CALPULLI TM,Escuelas de educaci�n primaria del sector p�blico,LOS GIRASOLES,Baja California,Tijuana                                                                                                       ,,32.46885573,-116.7771657
ESCUELA PRIMARIA CALPULLI TM,Escuelas de educaci�n primaria del sector p�blico,SANCHEZ TABOADA,Baja California,Tijuana                                                                                                       ,,32.46232966,-116.9825723
ESCUELA PRIMARIA CARLOS A CARRILLO,Escuelas de educaci�n primaria del sector p�blico,CENTRO,Baja California,Tijuana                                                                                                       ,,32.53146548,-117.0422776
ESCUELA PRIMARIA CARMEN SERDAN A,Escuelas de educaci�n primaria del sector p�blico,GUAYCURA,Baja California,Tijuana                                                                                                       ,,32.49399313,-116.9173193
ESCUELA PRIMARIA CARTA MAGNA MATUTINO,Escuelas de educaci�n primaria del sector p�blico,EL LAUREL II EL REFUGIO,Baja California,Tijuana                                                                                                       ,,32.4718121,-116.8153881
ESCUELA PRIMARIA CASTILLO DE CHAPULTEPEC TURNO MATUTINO,Escuelas de educaci�n primaria del sector p�blico,VISTA ENCANTADA,Baja California,Tijuana                                                                                                       ,,32.50570388,-117.0885705
ESCUELA PRIMARIA CAUDILLO DEL SUR,Escuelas de educaci�n primaria del sector p�blico,3 DE OCTUBRE,Baja California,Tijuana                                                                                                       ,,32.45833537,-116.940637
ESCUELA PRIMARIA CENTENARIO DE LA REVOLUCION,Escuelas de educaci�n primaria del sector p�blico,VILLA DEL PRADO 2,Baja California,Tijuana                                                                                                       ,,32.42449466,-116.9691565
ESCUELA PRIMARIA CENTENARIO DE LA REVOLUCION MATUTINO,Escuelas de educaci�n primaria del sector p�blico,VILLA DEL CAMPO,Baja California,Villa del Campo                                                                                               ,,32.50760196,-116.7411638
ESCUELA PRIMARIA CENTENARIO DE TIJUANA,Escuelas de educaci�n primaria del sector p�blico,EL FLORIDO 2DA. SECCI�N,Baja California,Tijuana                                                                                                       ,,32.46374825,-116.8694458
ESCUELA PRIMARIA CESAR ROLON ALVAREZ TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,MARIANO MATAMOROS (SUR),Baja California,Tijuana                                                                                                       ,,32.47404208,-116.8803322
ESCUELA PRIMARIA CIERVO DE LA NACION,Escuelas de educaci�n primaria del sector p�blico,SOLER,Baja California,Tijuana                                                                                                       ,,32.53259003,-117.0757673
ESCUELA PRIMARIA CINCO DE FEBRERO TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,22510,Baja California,Tijuana                                                                                                       ,,32.52286096,-117.0978716
ESCUELA PRIMARIA CITLALMINA,Escuelas de educaci�n primaria del sector p�blico,NUEVA UNION ANTORCHISTA,Baja California,Tijuana                                                                                                       ,,32.48907004,-116.7985812
ESCUELA PRIMARIA COCHCUPAIKILI TURNO MATUTINO,Escuelas de educaci�n primaria del sector p�blico,TEJAMEN,Baja California,Tijuana                                                                                                       ,,32.48047122,-117.0152823
ESCUELA PRIMARIA COMUNITARIA EL RINCONCITO,Escuelas de educaci�n primaria del sector p�blico,EL RINCONCITO,Baja California,Villa del Campo                                                                                               ,,32.5209219,-116.7245967
ESCUELA PRIMARIA CONSTITUCION DE 1857,Escuelas de educaci�n primaria del sector p�blico,FLORIDO,Baja California,Tijuana                                                                                                       ,,32.4719018,-116.8638722
ESCUELA PRIMARIA CUAUHTEMOC TIEMPO COMPLETO,Escuelas de educaci�n primaria del sector p�blico,INFONAVIT,Baja California,Tijuana                                                                                                       ,,32.53470641,-117.0179284
ESCUELA PRIMARIA CULTURA AZTECA,Escuelas de educaci�n primaria del sector p�blico,CA�ON DE LA RAZA,Baja California,Tijuana                                                                                                       ,,32.46969447,-116.9070198
ESCUELA PRIMARIA DAMAS ROTARIANAS,Escuelas de educaci�n primaria del sector p�blico,HERRERA,Baja California,Tijuana                                                                                                       ,,32.52277624,-117.0586366
ESCUELA PRIMARIA DAVID ALFARO SIQUEIROS,Escuelas de educaci�n primaria del sector p�blico,GUAYCURA,Baja California,Tijuana                                                                                                       ,,32.50654761,-116.9194077
ESCUELA PRIMARIA DE TIEMPO COMPLETO EJERCITO DE LAS TRES GARANTIRAS,Escuelas de educaci�n primaria del sector p�blico,LAGUNITAS,Baja California,Tijuana                                                                                                       ,,32.45226272,-116.9979586
ESCUELA PRIMARIA DE TIEMPO COMPLETO RICARDO FLORES MAGON 02DPR0372L,Escuelas de educaci�n primaria del sector p�blico,OTAY CONSTITUYENTES,Baja California,Tijuana                                                                                                       ,,32.52944183,-116.9462451
ESCUELA PRIMARIA DEFENSORES DE BAJA CALIFORNIA,Escuelas de educaci�n primaria del sector p�blico,22625,Baja California,Tijuana                                                                                                       ,,32.49436577,-117.0402189
ESCUELA PRIMARIA DEFENSORES DE LA PATRIA,Escuelas de educaci�n primaria del sector p�blico,22165,Baja California,Tijuana                                                                                                       ,,32.3874586,-116.9376555
ESCUELA PRIMARIA DIEGO RIVERA,Escuelas de educaci�n primaria del sector p�blico,NATURA SECCION BOSQUES,Baja California,Tijuana                                                                                                       ,,32.37665881,-116.9307639
ESCUELA PRIMARIA DIEGO RIVERA,Escuelas de educaci�n primaria del sector p�blico,PEDREGAL DE SANTA JULIA,Baja California,Tijuana                                                                                                       ,,32.48622196,-117.0636632
ESCUELA PRIMARIA DIVISION DEL NORTE,Escuelas de educaci�n primaria del sector p�blico,FRANCISCO VILLA,Baja California,Tijuana                                                                                                       ,,32.48666685,-116.8650999
ESCUELA PRIMARIA DOCTOR BELICIARIO DOMINGUEZ,Escuelas de educaci�n primaria del sector p�blico,LOMAS DEL PORVENIR,Baja California,Tijuana                                                                                                       ,,32.52135561,-117.069905
ESCUELA PRIMARIA DON ANDRES QUINTANA ROO,Escuelas de educaci�n primaria del sector p�blico,LA POSTAL,Baja California,Tijuana                                                                                                       ,,32.52288139,-117.0005748
ESCUELA PRIMARIA DOROTEO ARANGO,Escuelas de educaci�n primaria del sector p�blico,VILLA DEL PRADO 2,Baja California,Tijuana                                                                                                       ,,32.42447964,-116.9691228
ESCUELA PRIMARIA EDUCADORES DE BAJA CALIFORNIA TM,Escuelas de educaci�n primaria del sector p�blico,VILLA FONTANA III,Baja California,Tijuana                                                                                                       ,,32.503977,-116.8526596
ESCUELA PRIMARIA EJERCITO MEXICANO,Escuelas de educaci�n primaria del sector p�blico,HOROSCOPO,Baja California,Tijuana                                                                                                       ,,32.4655843,-116.9014692
ESCUELA PRIMARIA EJERCITO NACIONAL,Escuelas de educaci�n primaria del sector p�blico,LOMAS DEL PORVENIR,Baja California,Tijuana                                                                                                       ,,32.51128727,-117.0631794
ESCUELA PRIMARIA EJERCITO TRIGARANTE,Escuelas de educaci�n primaria del sector p�blico,PRIVADA SAUCES,Baja California,Tijuana                                                                                                       ,,32.46344036,-116.8614004
ESCUELA PRIMARIA EL PENSADOR MEXICANO,Escuelas de educaci�n primaria del sector p�blico,REVOLUCION,Baja California,Tijuana                                                                                                       ,,32.51990861,-117.0173891
ESCUELA PRIMARIA ELISEO SCHIERONI,Escuelas de educaci�n primaria del sector p�blico,PLANICIA,Baja California,Tijuana                                                                                                       ,,32.52898688,-116.8660243
ESCUELA PRIMARIA ELISEO SCHIERONI TURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,PLANICIA,Baja California,Tijuana                                                                                                       ,,32.52872022,-116.8655772
ESCUELA PRIMARIA EMILIANO ZAPATA,Escuelas de educaci�n primaria del sector p�blico,EJIDO CHILPANCINGO,Baja California,Tijuana                                                                                                       ,,32.52359692,-116.9220719
ESCUELA PRIMARIA EMMA A DE BUSTAMANTETURNO VESPERTINO,Escuelas de educaci�n primaria del sector p�blico,LIBERTAD PARTE ALTA,Baja California,Tijuana                                                                                                       ,,32.53802288,-116.9983595
ESCUELA PRIMARIA EMMA ANCHONDE DE BUSTAMANTE TURNO MATUTINO,Escuelas de educaci�n primaria del sector p�blico,LIBERTAD PARTE ALTA,Baja California,Tijuana                                                                                                       ,,32.5371104,-116.9981933
ESCUELA PRIMARIA ERNESTINA AMAYA MADERA,Escuelas de educaci�n primaria del sector p�blico,PEDREGAL DE SANTA JULIA,Baja California,Tijuana                                                                                                       ,,32.49345637,-117.0555536
ESCUELA PRIMARIA ESCUADRON 201,Escuelas de educaci�n primaria del sector p�blico,PASEOS DEL FLORIDO CALIFORNIA,Baja California,Tijuana                                                                                                       ,,32.45805643,-116.8682375
ESCUELA PRIMARIA ESCUDO NACIONAL VESPERTINA,Escuelas de educaci�n primaria del sector p�blico,MACLOVIO ROJAS,Baja California,Tijuana                                                                                                       ,,32.47107664,-116.8018368
ESCUELA PRIMARIA ESCUELA FELIPE PESCADOR,Escuelas de educaci�n primaria del sector p�blico,NUEVA TIJUANA,Baja California,Tijuana                                                                                                       ,,32.54727966,-116.9302312
ESCUELA PRIMARIA ESTADO BAJA CALIFORNIA,Escuelas de educaci�n primaria del sector p�blico,HACIENDA LOS VENADOS,Baja California,Tijuana                                                                                                       ,,32.41287985,-116.921116
